caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
young woman trying on a new dress for western christian holiday	https://ak2.picdn.net/shutterstock/videos/33382252/thumb/1.jpg?i10c=img.resize(height:160)	1	0	1	1	0	0	0	0	0	0	
where to find the best sushi	http://78.media.tumblr.com/tumblr_l9bcei9h8s1qdqcgxo1_1280.jpg	0	0	0	1	0	0	0	0	0	0	
image of the coat in black	http://images.askmen.com/style/fashion_advice/_1479504589.jpg	1	0	0	0	0	0	0	0	0	0	
golfer hits a shot during the first round	https://media.gettyimages.com/photos/ian-leggatt-during-the-first-round-of-the-2005-us-open-golf-at-2-picture-id120945696?s=612x612	1	0	1	0	1	0	0	1	0	0	
how to make a messenger bag .	https://i.pinimg.com/736x/36/b0/f6/36b0f6870c92ca7eb2d688394e556b71--ll-bean-diaper-bags.jpg	0	0	0	1	0	0	0	0	0	0	
the many faces of person	https://i.pinimg.com/736x/44/49/b1/4449b1761a43e13b262e9bb4919385be.jpg	0	0	0	1	0	0	0	0	0	0	
young beautiful woman walking on the beach , slow motion	https://ak6.picdn.net/shutterstock/videos/26209406/thumb/1.jpg	1	1	1	0	1	0	0	0	1	0	
how to make a bracelet .	http://i.dailymail.co.uk/i/pix/2013/04/22/article-0-196CF29F000005DC-20_634x419.jpg	0	0	0	1	0	0	0	0	0	0	
how to make the most of a small room	http://img.property-krakow.com/photos/9/9e668d69896aa6d1cfeb8649d871c6e5.jpg	0	0	0	1	0	0	0	0	0	0	
my first attempt at making this for my kitchen table .	https://i.pinimg.com/736x/18/10/df/1810df1dc0ef02b708b2acaf9f804a7c--trays.jpg	0	0	0	1	0	0	0	0	0	0	
property image # bedroom and industry with accommodation feature situated	http://www.ty-parc.com/images/rotate/08i.jpg	0	0	0	1	0	0	0	0	0	0	
thousands crossed the finish line .	http://blog.fitnessfirstme.com/wp-content/uploads/2015/11/fitness-first-dit-14.jpg	0	0	0	1	0	0	0	0	0	0	
how to draw a dog step by step	https://i.pinimg.com/736x/6e/bf/df/6ebfdf18c02c08b7d4fa08f7cb8e9541.jpg	0	0	0	0	0	1	0	0	0	0	
greeting card featuring the photograph	http://www.freakingnews.com/pictures/28000/Bridge-Coming-out-of-a-Photo--28035.jpg	1	0	0	0	0	0	0	0	0	0	
how to wear a maxi dress in winter	https://i.pinimg.com/736x/3f/24/1f/3f241fcc65fdc174cc07becc18955693--pregnancy-bump-pregnancy-fashion.jpg	0	0	0	1	0	0	0	0	0	0	
a city for sale property .	https://i.pinimg.com/736x/1a/c9/d2/1ac9d24dd8e06b2ec940710d94884878--building-furniture-furniture-plans.jpg	0	0	0	1	0	0	0	0	0	0	
we 're crushing on this super cute bridesmaid dress !	https://i.pinimg.com/736x/d0/ea/0c/d0ea0cb14ab898a36f6e26648c5327c3--slate-blue-bridesmaid-dresses-grey-bridesmaids.jpg	0	0	0	1	0	0	0	0	0	0	
images from the graduation ceremony at the school .	http://www.bullittschools.org/images/gallery/_full_/docs/district/nbhs%20graduation2.jpg?id=550466&thumbwidth=100&fullwidth=600	1	0	0	0	1	0	0	0	1	1	
what industry is like ?	https://i.pinimg.com/736x/20/d1/10/20d110825ffc8369bca566f39c9c0985--expensive-homes-most-expensive.jpg	0	0	0	1	0	0	0	0	0	0	
i love you to the moon and back .	http://l7.alamy.com/zooms/4e972280bf214b8a9df3269635c83aaa/the-legendary-bristol-crocodile-pictured-on-a-sticker-on-a-lamp-post-s1n03m.jpg	0	0	0	1	0	0	0	0	0	0	
ideas for recycling old pallets , tires and even the whole cars	https://i.pinimg.com/736x/35/52/87/35528761fd267793d0d8a5df496e976c--painted-tires-painted-pots.jpg	0	0	0	1	0	0	0	0	0	0	
airliner is the highest airliner in the world	http://www.dubairealcity.com/news/photos/emirates-goes-all-a380-on-london-flights.jpg	0	0	0	1	0	0	0	0	0	0	
first dance at the wedding reception .	http://www.modernweddingsolutions.com/wp-content/uploads/2014/03/00122-682x1024.jpg	0	0	0	1	1	0	0	0	1	0	
person , the cat of person	http://cdn3.lostateminor.com/wp-content/uploads/2017/04/this-abandoned-puppy-is-now-the-cutest-employee-at-an-art-gallery-805x427.jpg	0	0	0	0	0	1	0	0	0	0	
how to draw the face of a pencil step by step	https://res.cloudinary.com/fleetnation/image/private/c_fit,w_1120/g_south,l_text:style_gothic2:%C2%A9%20David%20Krug,o_20,y_10/g_center,l_watermark4,o_25,y_50/v1421085126/il7hzegwikzm4cga9htu.jpg	0	0	0	0	0	1	0	0	0	0	
person wins the - pound championship .	http://image.oregonlive.com/home/adv-hssn-media/width620/img/OregonLive.com/news/34fd3d231a08e9732bda2453dd8c739f/GlencoeTylerSelfCascadeSpencerCrawford7187.jpg	0	0	0	1	0	0	0	0	0	0	
example of a transitional bedroom design with gray walls	https://st.hzcdn.com/fimgs/9e61c1f202cf212a_6836-w500-h400-b0-p0--.jpg	0	0	0	1	0	0	0	0	0	0	
a drawing i did of person .	https://i.pinimg.com/736x/c0/0e/f0/c00ef0bad762e5e19a15288906e99f22--wire-figures-wire-sculptures.jpg	0	0	0	1	0	0	0	0	0	0	
recipe for an inch chocolate cake	https://i.pinimg.com/736x/a2/68/9a/a2689adfa24edd101062958cb53d56cd--cake-recepie-red-velvet-cakes.jpg	0	0	0	1	0	0	0	0	0	0	
how to make a pair of sunglasses .	https://pavlyn.files.wordpress.com/2012/03/packing-a-carry-on.jpg	0	0	0	0	0	1	0	0	0	0	
location map of the study area	https://ars.els-cdn.com/content/image/1-s2.0-S0377027306003477-gr2.jpg	0	0	0	0	0	0	1	0	0	0	text
person will compete in the race .	http://picture.motorcycleforsales.com/Motorcycles/2015072623/2015-Husqvarna-FE-350-S-Motorcycles-For-Sale-1356.jpg	0	0	0	1	0	0	0	0	0	0	
person receives his gold medal .	http://www.borehamwoodtimes.co.uk/resources/images/3636388.jpg?display=1&htype=271&type=responsive-gallery	0	0	0	0	0	0	1	0	0	0	text
the eye of the beholder	https://tecake.in/wp-content/uploads/2016/12/4-1.jpg	0	0	0	1	0	0	0	0	0	0	
the team of young businesspeople .	https://ak4.picdn.net/shutterstock/videos/14607604/thumb/1.jpg	1	0	0	0	0	0	0	0	0	0	
girl in a red dress in the winter forest	https://ak1.picdn.net/shutterstock/videos/25738091/thumb/3.jpg	1	0	0	0	1	0	0	0	1	0	
a fashion look featuring lace dress .	https://i.pinimg.com/736x/5a/5f/93/5a5f93171d9e3234937724700e688b54--bride-portrait-heart-photography.jpg	1	0	0	0	0	0	0	0	0	0	
art print by person in beautiful frame options and a variety of sizes .	https://i.pinimg.com/736x/ee/95/a3/ee95a312a7c6978f5bba4c120cd00d8f--switch-plates-just-love.jpg	0	0	0	1	0	0	0	0	0	0	
property image # house m from the center with internet , air conditioning , parking	https://odis.homeaway.com/odis/listing/e210302b-9709-4763-b122-63e7165c22a9.c10.jpg	0	0	0	1	0	0	0	0	0	0	
slow motion of a man running in the desert	https://ak2.picdn.net/shutterstock/videos/393532/thumb/1.jpg	0	0	0	0	0	1	0	0	0	0	
i want this in my room !	https://a0.muscache.com/im/pictures/3eae3af9-8ba9-4ba4-bf4b-6270b016f9e4.jpg?aki_policy=x_large	0	0	0	1	0	0	0	0	0	0	
example of a classic bedroom design with beige walls	https://i.pinimg.com/736x/30/53/3b/30533b726ef8f9452617802fcfd08d57.jpg	0	0	0	1	0	0	0	0	0	0	
a pair of shoes for sale	https://i.pinimg.com/736x/c7/64/03/c76403b8d4e342d8b63f355b81cbfb75--tying-shoes-parenting-tips.jpg	0	0	0	1	0	0	0	0	0	0	
check out the official running shoes !	https://i.pinimg.com/736x/fc/f0/a3/fcf0a32b65a13b434377d3c48d82e24b--classic-nike-shoes-running-shoes-nike.jpg	0	0	0	1	0	0	0	0	0	0	
i want a dog like this !	https://s-media-cache-ak0.pinimg.com/originals/09/de/8c/09de8ca31c908e31234ff4435761d2d9.jpg	0	0	0	1	0	0	0	0	0	0	
magazine goes way beyond mere eating and drinking .	https://inthemix.on-premise.com/wp-content/uploads/2008/08/capricorn1-633x1024.jpg	0	0	0	0	0	0	1	0	0	0	text
for person around the world	https://burpple-2.imgix.net/foods/3d9293f776118b620c41595220_original.?w=645&dpr=1&fit=crop&q=80	0	0	0	1	0	0	0	0	0	0	
how to make a butterfly out of paper	https://i.pinimg.com/736x/4f/55/bf/4f55bf4d70d6975824b4887aaeb6be3e--soft-colors-butterfly-cards.jpg	0	0	0	0	0	0	1	0	0	0	text
i love you to the moon and back bracelet	http://lc.pandahall.com/lc_images/description/4db98207-161d-4751-95af-98ff9187674e.jpg	0	0	0	1	0	0	0	0	0	0	
a backpack for teens travel	https://i.pinimg.com/736x/72/67/ac/7267aca9edc45664b6fc1613197cc03b--day-backpacks-bear-grylls.jpg	1	0	0	1	0	0	0	0	0	0	
how to make a ornament .	https://i.pinimg.com/736x/21/af/a8/21afa843a981692962cf8eb602a1cd10--painted-christmas-ornaments-santa-ornaments.jpg	0	0	0	1	0	0	0	0	0	0	
the handbag , designed by person	https://cdn.shopify.com/s/files/1/2362/3627/products/GZL-Women-handbags-PU-leather-business-briefcase-shoulder-bags-tote-female-notebook-laptop-bag-fashion-casual_9a8fea7f-b065-4e57-afca-9f440fb0b326_1024x1024.jpg?v=1509569912	1	0	0	1	0	0	0	0	0	0	
the art of painting artist	https://www.thetimes.co.uk/imageserver/image/methode%2Fsundaytimes%2Fprod%2Fweb%2Fbin%2F3beb5cde-b4d2-11e7-b205-f12f74cd90f3.jpg?crop=1300%2C1625%2C0%2C0	0	0	0	1	0	0	0	0	0	0	
this is an example of a traditional backyard landscaping .	https://www.cheatsheet.com/wp-content/uploads/2017/07/A-patio-outside-a-home-on-HGTVs-Fixer-Upper-1024x682.jpeg	0	0	0	1	0	0	0	0	0	0	
person , the cat of person	http://www.theanimalhealingpractice.co.uk/wp-content/uploads/2012/11/Sam-cat.jpg	0	0	0	0	0	1	0	0	0	0	
happy birthday to the dog	https://i.pinimg.com/736x/e5/e6/01/e5e601b0dc910d164bfe1f816d8fd5f3--dachshund-art-weiner-dogs.jpg	0	0	0	0	0	0	1	0	0	0	text
this is the dress i want for my wedding	https://static.topvintage.net/shop-product/98592-Vixen-30s-Classy-Black-Lace-Dress-102-10-19492-20161021-1-large.jpg	0	0	0	1	0	0	0	0	0	0	
person , the cat of person	http://1.bp.blogspot.com/-X8gRiEc-WC4/VgEbC1OxhzI/AAAAAAAAQYA/3bZMH6XQ8p0/s1600/IMG_0160.JPG	0	0	0	0	0	1	0	0	0	0	
the duchess looked stunning in a red gown	https://i.pinimg.com/736x/71/4f/31/714f31726b1e804d120a4c27607247bb--queen-letizia-queen-maxima.jpg	0	1	0	1	0	0	0	0	0	0	
property image # bedroom and industry with accommodation feature situated	https://odis.homeaway.com/odis/listing/eb923585-3dc8-4738-8d95-0137bc970593.c10.jpg	0	0	0	1	0	0	0	0	0	0	
cute girl with bicycle on a white background	https://image.shutterstock.com/z/stock-vector-cute-little-girl-with-a-bicycle-309759515.jpg	1	1	0	0	1	0	0	0	0	1	
actor is an actress and model .	http://i.dailymail.co.uk/i/pix/2014/03/04/article-2572825-1C06E11C00000578-523_634x809.jpg	0	0	0	1	0	0	0	0	0	0	
add a pop of color to your bedroom .	https://st.hzcdn.com/fimgs/f431801a0469343f_5690-w500-h666-b0-p0--.jpg	0	0	0	1	0	0	0	0	0	0	
tips for decorating a small bathroom	https://i.pinimg.com/736x/6c/fc/25/6cfc25e579bc29f0f03bcc25aa2791d4--be-right-back-chic-bathrooms.jpg	0	0	0	1	0	0	0	0	0	0	
the sun shines through the clouds .	https://i.pinimg.com/736x/33/99/6a/33996af89bef1fa29b314552f04dde1e--barn-sunrises.jpg	0	0	0	0	0	0	1	0	0	0	text
how to build a fire pit in your garden	https://i.pinimg.com/736x/79/d4/64/79d464bc3ad0735814e037df24eb6f21--landscaping-design-backyard-designs.jpg	0	0	0	1	0	0	0	0	0	0	
happy holidays from all of us !	https://i.pinimg.com/736x/b8/50/74/b850744989eeba073db342dddb0d27ff--remember-this-fireworks.jpg	0	0	0	0	0	0	1	0	0	0	text
checking the quality of the machine	https://ak7.picdn.net/shutterstock/videos/21051937/thumb/1.jpg	0	0	0	1	0	0	0	0	0	0	
running woman in the snow	https://images.britcdn.com/wp-content/uploads/2017/11/woman-jogging-in-winter.jpg?fit=max&w=1440	1	0	1	0	1	0	0	0	1	0	
this dog looks like actor	http://cs543101.vk.me/v543101211/14889/yzC-Y6J4UmM.jpg	0	0	0	1	0	0	0	0	0	0	
how to choose the right hairstyle for your face shape	https://i.pinimg.com/736x/77/d8/80/77d8806036b3d14202d810733a65d18c--close-to-runway.jpg	0	0	0	1	0	0	0	0	0	0	
dance is the art of dance	http://images.slideplayer.com/25/7851151/slides/slide_12.jpg	0	0	0	0	0	0	1	0	0	0	text
tote bag featuring the photograph	https://render.fineartamerica.com/images/rendered/default/tote-bag/images-medium/1-thoth-egyptian-god-of-wisdom-photo-researchers.jpg?&targetx=0&targety=-395&imagewidth=763&imageheight=1553&modelwidth=763&modelheight=763&backgroundcolor=F4EAE0&orientation=0&producttype=totebag-18-18	1	0	0	0	0	0	0	0	0	0	
how to paint a door .	https://i.pinimg.com/736x/b1/3a/86/b13a86992df27a2d402ff9bcd1a2480e.jpg	0	0	0	1	0	0	0	0	0	0	
what to wear to a concert	https://i.pinimg.com/736x/e8/80/14/e880149d7c6967cafae67ed34f64d9bb--country-wear-country-boots.jpg	0	0	0	1	0	0	0	0	0	0	
this is the world 's tallest rock in the world .	https://upload.wikimedia.org/wikipedia/commons/7/72/Boulder_on_the_Chalk_Stones_Trail.jpg	0	0	0	1	0	0	0	0	0	0	
repeating map - for easy making seamless pattern use it for filling any contours	https://thumb7.shutterstock.com/display_pic_with_logo/542953/542953,1286738555,1/stock-photo-silver-classic-ornament-on-golden-a-plate-62717956.jpg	1	0	0	1	1	0	0	0	0	1	
how to install tiles in a bathroom	https://i.pinimg.com/736x/0c/06/a4/0c06a49957cc4f5316277f9edcdfd2a1--floor-renovation-diy-kids-bathroom-renovation.jpg	0	0	0	0	0	0	1	0	0	0	text
a model presents a creation by person on the final day .	https://cdn2.thebridalbox.com/wp-content/uploads/2016/04/Pink-Siren-Indian-wedding-dress.jpg	1	0	0	1	1	0	0	1	0	0	
interior design by tape that picture	https://i.pinimg.com/736x/52/88/fd/5288fd95c54e8bb82edeb98e92e8eeb7--mosaic-bathroom-mosaic-wall.jpg	0	0	0	1	0	0	0	0	0	0	
one of the many homes .	https://i.pinimg.com/736x/07/64/7c/07647caacfc700cefde68691e566608f--the-streets-doll-houses.jpg	0	0	0	1	0	0	0	0	0	0	
for the love of lemons	https://i.pinimg.com/736x/d8/be/fb/d8befb8287834a08868e217290b80025--the-window-lemon.jpg	0	0	0	1	0	0	0	0	0	0	
this doll was made by person .	https://s-media-cache-ak0.pinimg.com/736x/3d/1d/00/3d1d00396c273a2feffcff2fbc36aa8d.jpg	0	0	0	1	0	0	0	0	0	0	
i want this for my front door !	https://i.pinimg.com/736x/3c/61/0f/3c610fc67ef1ad591ca57379d4b36fa1--custom-backdrops-martha-stewart-weddings.jpg	0	0	0	1	0	0	0	0	0	0	
person , the dog of the day	https://i1.wp.com/www.levelupdogtraining.com/wp-content/uploads/2017/04/DSC_1226.jpg?resize=720%2C479	0	0	0	1	0	0	0	0	0	0	
zambezi country estate for sale property .	https://server.propctrl.com/Image.ashx?Id=79715c92-e795-4304-b5b0-99244824c4a8&userId=9917	0	0	0	1	0	0	0	0	0	0	
person , the cat of person	https://hippygirl.files.wordpress.com/2010/01/tubbyboat.jpg	0	0	0	0	0	1	0	0	0	0	
biological species is the national flower .	http://slideplayer.com/4903183/16/images/31/Cooperation+As+energy+and+other+resources+are+limiting%2C+many+organisms+have+evolved+cooperation+as+a+means+of+survival..jpg	0	0	0	0	0	0	1	0	0	0	text
what are the different types of tattoos ?	https://ars.els-cdn.com/content/image/1-s2.0-S0749806315000857-gr2.jpg	0	0	0	0	0	1	0	0	0	0	
party dress , garment , mother of the bride dresses .	https://us.123rf.com/450wm/andersonrise/andersonrise1610/andersonrise161000284/64121234-portrait-close-up-of-a-beautiful-young-woman-in-turquoise-tight-clothes-isolated-on-gray-background.jpg?ver=6	1	0	0	1	0	0	0	0	0	0	
the love of my life	http://www.21st-century-christianity.com/images/healing-For-Today-1-3.jpg	0	0	0	0	0	1	0	0	0	0	
example of a classic bedroom design with beige walls	https://s-media-cache-ak0.pinimg.com/736x/c5/18/98/c51898af60eb42684d30fe2a93d30099.jpg	0	0	0	1	0	0	0	0	0	0	
a closer look at the closet .	https://s-media-cache-ak0.pinimg.com/736x/79/7e/68/797e68379af9229dabfede3af5e5c4a4.jpg	1	0	0	1	0	0	0	0	0	0	
monarch wears a tiara during a ceremony .	http://www.freakingnews.com/pictures/128000/Prince-Charles-as-a-Woman--128410.jpg	0	0	0	0	0	1	0	0	0	0	
how to make a koi fish out of paper	https://i.pinimg.com/736x/3b/2e/01/3b2e0107d596c34ab3a2ff440506c341--fish-artwork-asian-artwork.jpg	0	0	0	1	0	0	0	0	0	0	
the cappuccino is on the menu .	https://s-media-cache-ak0.pinimg.com/originals/41/da/00/41da00717d6d8b1c8a83d2bcc4a20469.jpg	0	0	0	1	0	0	0	0	0	0	
all about style , fashion and beauty	https://i.pinimg.com/736x/f3/b8/d7/f3b8d7c79e73974d2fa6333efcfc40b1--spice-girls-mode-style.jpg	0	0	0	1	0	0	0	0	0	0	
doll from the late ####s .	https://izannahwalker.files.wordpress.com/2014/04/img_9642.jpg	1	0	0	1	0	0	0	0	0	0	
how to choose the right hair color for your skin tone	https://res.cloudinary.com/dermveda/image/upload/v1511624478/jkrr30krcachzh3hlah0.jpg	0	0	0	1	0	0	0	0	0	0	
a set of city related images	https://thumb10.shutterstock.com/display_pic_with_logo/4093798/722666233/stock-vector-set-of-line-commercial-and-residential-buildings-outline-vector-design-make-your-own-city-with-722666233.jpg	1	0	0	0	0	0	0	0	0	0	
actor is an actress and model .	http://i.dailymail.co.uk/i/pix/2014/07/31/article-2712631-202A1CFC00000578-40_634x949.jpg	1	0	0	1	0	0	0	0	0	0	
digital art selected for the #	https://i.pinimg.com/736x/e5/00/ca/e500ca2133191c3bb8697d664993461d--anime-girl-hairstyles-hair-buns.jpg	0	0	0	0	0	1	0	0	0	0	
what to wear to a country wedding	https://i.pinimg.com/736x/7f/69/7c/7f697c5a7fca57ad48fb9b410ec3ed10--grad-dresses-dresses-uk.jpg	0	0	0	1	0	0	0	0	0	0	
funny animals of the week , animal photos	http://i.dailymail.co.uk/i/pix/2012/12/23/article-2252532-16948843000005DC-477_634x700.jpg	0	1	0	1	0	0	0	0	0	0	
property image # luxury bedroom ###m	https://odis.homeaway.com/odis/listing/6b809f60-f38f-40ed-b22f-be6e803d80fc.c10.jpg	0	0	0	1	0	0	0	0	0	0	
this is a picture of person .	http://morrallmedia.com/sscreative/wp-content/uploads/sites/14/2016/07/Photo-Merge-6-1024x642.jpg	0	0	0	0	0	1	0	0	0	0	
how to make a scarf .	https://i.pinimg.com/736x/56/cb/b5/56cbb50638c23e149a5d05de416bf3e0--crochet-shawl-patterns-crochet-shrugs.jpg	0	0	0	1	0	0	0	0	0	0	
a homeless person sleeps in a tent .	http://media.gettyimages.com/photos/an-immigrant-inmate-reads-on-his-bunk-at-the-maricopa-county-tent-picture-id163516040?k=6&m=163516040&s=612x612&w=0&h=XF7CCFF7k89yjcU1har35rH9_7tdutqz8stJXfhC6JY=	1	0	1	0	1	0	0	0	1	0	
the breed of animal on white background .	https://thumb7.shutterstock.com/display_pic_with_logo/3309632/291031529/stock-vector-french-bulldog-with-a-red-ribbon-sitting-in-front-of-white-background-291031529.jpg	1	0	0	0	1	0	0	0	0	1	
i pinned industry from the event at person and main !	https://i.pinimg.com/736x/21/6c/28/216c28f597624ae66d1c9e70c8222f22--man-bedroom-decor-manly-bedroom.jpg	0	0	0	0	0	0	1	0	0	0	text
property image # welcome to the lake !	https://a0.muscache.com/im/pictures/b8cc017e-29fc-4879-9cb9-72c8327a395e.jpg?aki_policy=x_large	0	0	0	1	0	0	0	0	0	0	
image : new images of image #	http://sneakerbardetroit.com/wp-content/uploads/2016/06/air-jordan-11-low-white-metallic-gold-coin.jpg	0	0	0	1	0	0	0	0	0	0	
this is what the road looks like now .	https://www.fhwa.dot.gov/publications/publicroads/10janfeb/images/roth11.jpg	0	0	0	1	0	0	0	0	0	0	
the room has plenty of seating for two .	http://chekin.s3.amazonaws.com/photos/620/sb_lounge_tent_2__details_page_1.jpg	0	0	0	1	0	0	0	0	0	0	
this ##k white gold wedding ring is made from sterling silver .	https://i.pinimg.com/736x/51/b0/63/51b0638f23222b6dac4148e8dea64227--titanium-rings-tungsten-rings.jpg	0	0	0	1	0	0	0	0	0	0	
pop artist at the launch of automobile model	http://i.dailymail.co.uk/i/pix/2011/09/05/article-2034109-0DB6792D00000578-819_634x585.jpg	1	0	0	0	1	0	0	0	1	0	
the master bathroom of the home .	https://i.pinimg.com/736x/6c/d3/93/6cd393464e131c050ff0ecd5beca53e0--beach-bathrooms-master-bathrooms.jpg	1	0	0	0	1	0	0	0	1	0	
morning mist on the summit	http://l7.alamy.com/zooms/82ced10908034f10bdf3045ae6a17974/a-hill-with-autumn-trees-and-electrical-towers-in-the-midst-of-fog-ja00ya.jpg	1	0	0	0	1	0	0	1	1	0	
how to make a gold bracelet .	https://photos.smugmug.com/SanJacintoVeterans/Mexican-Artifacts/i-J3QZQXZ/2/ae15f913/X2/2946-X2.jpg	0	0	0	1	0	0	0	0	0	0	
what to wear to a fall wedding : dresses for guests	https://s-media-cache-ak0.pinimg.com/736x/7b/1c/f6/7b1cf600d17feee6f9051b951fe6d218.jpg	0	0	0	1	0	0	0	0	0	0	
i want to make one of these !	http://www.chairdocofboone.com/scan0001.jpg	0	0	0	1	0	0	0	0	0	0	
the meaning and symbolism of the word	http://www.uofmhealth.org/sites/default/files/styles/media_thumbnail/public/general/featured/Open%20mouth%20with%20missing%20teeth.jpg?itok=0_Ucvj7h	0	0	0	0	0	1	0	0	0	0	
the many bags of celebrity	https://i.pinimg.com/736x/8e/8c/54/8e8c5467cc29468d1b06f4a05e58c3d3--danish-royalty-th-anniversary.jpg	0	0	0	0	0	1	0	0	0	0	
how to make a doll with long hair photo	https://i.pinimg.com/736x/0a/ff/cc/0affcc9ff8785936b1eae835574ce76f--cute-dresses-charity.jpg	0	0	0	1	0	0	0	0	0	0	
cute animal alphabet for book .	https://vecto.rs/600/vector-of-a-2013-snake-wearing-a-santa-hat-by-hit-toon-39665.jpg	0	0	0	0	0	0	1	0	0	0	text
what is the name of this poster ?	https://s-media-cache-ak0.pinimg.com/originals/3e/60/e2/3e60e2c49a791e035263c104e6909986.jpg	0	0	0	0	0	0	1	0	0	0	text
dramatist arrives for the premiere .	https://media.gettyimages.com/photos/actor-luke-bracey-presents-polo-red-extreme-the-new-ralph-lauren-on-picture-id633257654	1	0	1	0	1	0	0	0	1	0	
