caption	url	Visible	Subjective	Action	Story	Meta	Irrelevant	Other	When	How	Where	Comment
trees in the mist by person on 500px	https://c1.staticflickr.com/1/744/32292616980_4a0ddee8b7_o.jpg	1	0	0	0	1	0	0	0	0	1	
american football player runs for a touchdown during the first half of a football game against sports team	https://c1.staticflickr.com/6/5053/29303591844_78060a1655_o.jpg	1	0	1	0	1	0	0	1	0	0	
the menu for the restaurant	https://c1.staticflickr.com/8/7391/26191523553_b6d342ca91_o.jpg	0	0	0	0	0	1	1	0	0	0	text
natural history of the insects	https://c1.staticflickr.com/8/7305/26875644932_105cfa9b71_o.jpg	0	0	0	1	0	0	0	0	0	0	
football player scores his team 's first goal during the match	https://c1.staticflickr.com/9/8303/29593723015_a8200e64cc_o.jpg	1	0	1	0	1	0	0	1	0	0	
a woman walks past a building	https://c1.staticflickr.com/2/1490/26164531404_c4aea56bab_o.jpg	1	0	1	0	0	0	0	0	0	0	
view of the stage from the balcony	https://c1.staticflickr.com/9/8178/29867827281_29b2b33abe_o.jpg	1	0	0	0	1	0	0	0	1	1	
a room with a view	https://c1.staticflickr.com/2/1543/26483418510_e124cb952b_o.jpg	0	0	0	1	0	0	0	0	0	0	
this is an example of a contemporary garden design with decking and a roof extension	https://c1.staticflickr.com/6/5583/30839616541_07d34053c5_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a tree in full bloom	https://c1.staticflickr.com/8/7373/27400719306_8c4b2a3ede_o.jpg	1	0	0	0	0	0	0	0	0	0	
a street in the old town	https://c1.staticflickr.com/8/7518/27667333881_0687b2270b_o.jpg	1	0	0	0	1	0	0	0	1	0	
and tourist attraction at night	https://c1.staticflickr.com/9/8029/29964055391_a3f70c2d25_o.jpg	1	0	0	0	1	0	0	1	0	0	
a person with a cloud	https://c1.staticflickr.com/8/7454/27845995016_a5fe81c21e_o.jpg	0	0	0	0	0	1	0	0	0	0	
grapes on the vine ready for harvest	https://c1.staticflickr.com/8/7397/27073816260_03b0128ea6_o.jpg	1	0	0	1	1	0	0	0	1	0	
a helicopter drops water on a forest fire	https://c1.staticflickr.com/8/7475/27389400784_9cedf8cf18_o.jpg	0	0	0	0	0	1	0	0	0	0	
the view from the top of the building	https://c1.staticflickr.com/9/8257/29118459353_339bddc571_o.jpg	0	0	0	0	1	0	0	0	1	1	
a statue of politician is seen outside the home of politician	https://c1.staticflickr.com/9/8605/28415039745_7fae10e2f1_o.jpg	0	0	0	0	0	1	0	0	0	0	
one of the many buildings in the old city	https://c1.staticflickr.com/9/8893/28601115146_3a26d8c623_o.jpg	0	0	0	1	1	0	0	0	1	0	
this image is described in surrounding text	https://c1.staticflickr.com/6/5717/31339022922_8b3b8b2b06_o.jpg	0	0	0	0	0	0	1	0	0	0	text
the front of the building	https://c1.staticflickr.com/9/8726/29283478081_ae208d9fe9_o.jpg	1	0	0	0	0	0	0	0	0	0	
a general view of the stadium prior to the match	https://c1.staticflickr.com/1/770/31572378170_5f6979c571_o.jpg	1	0	0	0	1	0	0	1	0	1	
close up of the centre of a flower	https://c1.staticflickr.com/8/7140/26945318676_53eec1385a_o.jpg	1	0	0	0	1	0	0	0	0	1	
lightning strikes over a farm	https://c1.staticflickr.com/6/5445/30785859102_08d34e12e3_o.jpg	0	0	0	0	0	1	0	0	0	0	
kids playing in the playground	https://c1.staticflickr.com/8/7197/27408888121_f12d261c22_o.jpg	1	0	1	0	1	0	0	0	1	0	
a soldier provides security during a training exercise	https://c1.staticflickr.com/9/8617/28201625771_82b89e6e4a_o.jpg	0	0	1	1	1	0	0	1	0	0	
the view from the top of the mountain	https://c1.staticflickr.com/8/7295/26236221934_c2ccf7d850_o.jpg	0	0	0	0	1	0	0	0	1	1	
a city in the past history	https://c1.staticflickr.com/6/5530/30677245920_ea189cc5fa_o.jpg	0	0	0	0	0	0	1	0	0	0	text
the art of painting artist	https://c1.staticflickr.com/6/5541/30884118186_4a3047c5ac_o.jpg	0	0	0	0	0	0	1	0	0	0	text
view from the southwest full height view	https://c1.staticflickr.com/8/7604/27763732932_de38aee96b_o.jpg	0	0	0	0	1	0	0	0	1	1	
photo taken at person by person	https://c1.staticflickr.com/1/349/32655555061_debf18f4da_o.jpg	0	0	0	0	0	0	1	0	0	0	text
digital art selected for the #	https://c1.staticflickr.com/6/5693/30167931183_1c155cc4b6_o.jpg	0	0	0	0	0	1	0	0	0	0	
image may contain person on stage playing a musical instrument and night	https://c1.staticflickr.com/8/7040/27903070666_9c12a84103_o.jpg	1	0	1	1	1	0	0	1	1	0	
aerial view of the city	https://c1.staticflickr.com/6/5733/30256619655_38dc4be32a_o.jpg	1	0	0	0	1	0	0	0	0	1	
the stage is set for awards	https://c1.staticflickr.com/1/402/31343628040_826fcfef76_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a group of volunteers on the top of a hill	https://c1.staticflickr.com/9/8436/28579890604_7f0392f0d7_o.jpg	1	0	0	1	1	0	0	0	1	0	
sunset admire the beauty of creations	https://c1.staticflickr.com/8/7484/27279526903_dfaf91fafd_o.jpg	0	0	0	1	0	0	0	0	0	0	
view of the town from the sea	https://c1.staticflickr.com/8/7101/26517733924_1fec721bcb_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a tent in the forest	https://c1.staticflickr.com/6/5552/30358941184_5026c5118f_o.jpg	1	0	0	0	0	0	0	0	0	0	
a swing in the trees	https://c1.staticflickr.com/6/5819/30334084893_6546bcd761_o.jpg	1	0	0	0	0	0	0	0	0	0	
autumn in the city park	https://c1.staticflickr.com/6/5648/30533250415_dc547a0b7f_o.jpg	0	0	0	0	1	0	0	1	1	0	
tourist attraction in the evening	https://c1.staticflickr.com/8/7340/27642453961_a91f919c0f_o.jpg	0	0	0	1	1	0	0	1	0	0	
wallpaper possibly with a well dressed person and a business suit called person	https://c1.staticflickr.com/8/7734/26747072334_b2735fe39b_o.jpg	1	0	0	0	1	0	0	0	0	1	
an old window on the side of a building	https://c1.staticflickr.com/6/5690/30202382436_77f00ee63f_o.jpg	0	0	0	0	0	1	0	0	0	0	
the main stage at the festival	https://c1.staticflickr.com/9/8608/29154519783_3a23b159d0_o.jpg	0	0	0	0	0	1	0	0	0	0	
art gallery which includes art and interior views as well as a small group of people	https://c1.staticflickr.com/9/8387/29188750376_7e443d9069_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city on the way	https://c1.staticflickr.com/6/5493/29641091954_f7895452fb_o.jpg	0	0	0	0	0	1	0	0	0	0	
a man takes a picture of the statue of military commander	https://c1.staticflickr.com/1/496/32431970861_7a29330a57_o.jpg	1	0	1	0	0	0	0	0	0	0	
one of the many waterfalls along the trail	https://c1.staticflickr.com/9/8875/27956592063_3af9c5e41e_o.jpg	0	0	0	1	0	0	0	0	0	0	
person works with person on the project	https://c1.staticflickr.com/6/5584/31119614145_7c02b18361_o.jpg	1	0	1	1	0	0	0	0	0	0	
baseball player reacts after striking out during the eighth inning of a baseball game against sports team	https://c1.staticflickr.com/9/8560/30027972535_b2be9bbd49_o.jpg	1	0	1	0	1	0	0	1	0	0	
view of the field from the house	https://c1.staticflickr.com/6/5717/30566153141_dbf0f942a3_o.jpg	1	0	0	0	1	0	0	0	1	1	
digital art selected for the #	https://c1.staticflickr.com/6/5793/29365520584_36b56446cc_o.jpg	0	0	0	0	0	1	1	0	0	0	text
automobile model on the road	https://c1.staticflickr.com/6/5569/30717379603_72e845cb54_o.jpg	1	0	0	0	0	0	0	0	0	0	
a view of the atmosphere at the event	https://c1.staticflickr.com/8/7342/26929869786_989d78264b_o.jpg	0	0	0	0	0	1	0	0	0	0	
art gallery which includes art and interior views as well as a small group of people	https://c1.staticflickr.com/4/3809/32315906113_fc179fd495_o.jpg	1	0	0	1	0	0	0	0	0	0	
military person chairman speaks during a town hall meeting	https://c1.staticflickr.com/6/5755/31155310415_53a2c8a8d5_o.jpg	1	0	1	0	1	0	0	1	0	0	
a man walking down the street in front of a vintage car	https://c1.staticflickr.com/8/7598/27344895606_3f3bfb35aa_o.jpg	0	0	0	0	0	0	1	0	0	0	text
an old man working in a factory	https://c1.staticflickr.com/6/5663/30068133316_5b55cff7d9_o.jpg	0	0	0	0	0	1	0	0	0	0	
sunset over the old city	https://c1.staticflickr.com/8/7333/27091780941_5eb16287bf_o.jpg	1	0	0	1	0	0	0	0	0	0	
a city in the evening	https://c1.staticflickr.com/9/8147/28850001001_94a7fe0640_o.jpg	1	0	0	0	1	0	0	1	0	0	
a train runs through a tunnel	https://c1.staticflickr.com/6/5168/5354090574_0f46f95f58_o.jpg	1	0	1	0	1	0	0	0	1	0	
tourist attraction showing a garden and street scenes as well as a small group of people	https://c1.staticflickr.com/6/5497/30886079296_a45bddcc2d_o.jpg	1	0	0	1	0	0	0	0	0	0	
a view of the snow covered trail	https://c1.staticflickr.com/1/618/32848128986_5d7698acf9_o.jpg	1	0	0	0	1	0	0	0	0	1	
a city in the past history	https://c1.staticflickr.com/6/5336/30543447146_ba1d32842d_o.jpg	1	0	0	1	1	0	0	1	0	0	
a view of the lake	https://c1.staticflickr.com/8/7624/26818357770_5b9c2f72f7_o.jpg	1	0	0	0	1	0	0	0	0	1	
a view of the skyline	https://c1.staticflickr.com/9/8675/29323721625_b25e2e512c_o.jpg	1	0	0	0	1	0	0	0	0	1	
the flowers are starting to bloom in the early stages of the season	https://c1.staticflickr.com/6/5673/29976426093_1f3c2719d5_o.jpg	1	0	0	0	1	0	0	1	0	0	
the hood of automobile model	https://c1.staticflickr.com/9/8792/28839296755_0bf923725e_o.jpg	0	0	0	0	0	0	1	0	0	0	text
property image # house m from the center with internet air conditioning parking	https://c1.staticflickr.com/4/3793/33084468691_5dd841ab55_o.jpg	0	0	0	0	0	1	0	0	0	0	
a man walks past a flock of seagulls on the beach	https://c1.staticflickr.com/8/7430/26540505533_3b5ed4e375_o.jpg	1	0	1	0	0	0	0	0	0	0	
a tent lit up at night	https://c1.staticflickr.com/1/712/31565506556_e086c28647_o.jpg	0	0	0	0	0	1	0	0	0	0	
a mural on the side of a building	https://c1.staticflickr.com/1/257/32358275006_c6daa12b41_o.jpg	0	0	0	0	0	1	0	0	0	0	
a bottle of whiskey and a glass of whiskey on the table	https://c1.staticflickr.com/3/2152/32805898511_7f6bbbbbd7_o.jpg	0	0	0	0	0	1	0	0	0	0	
an aerial view of the ship	https://c1.staticflickr.com/8/7169/27076328201_90f7a7c277_o.jpg	1	0	0	0	1	0	0	0	0	1	
property image # house m from the center with internet air conditioning parking	https://c1.staticflickr.com/9/8153/29768822115_b4b6495f5c_o.jpg	0	0	0	0	0	1	0	0	0	0	
flowers in front of the building	https://c1.staticflickr.com/6/5630/29806542060_2067e58e3e_o.jpg	1	0	0	0	1	0	0	0	1	0	
a logo is displayed at the company 's headquarters	https://c1.staticflickr.com/2/1701/26678422461_2e441c83c1_o.jpg	0	0	0	0	0	0	1	0	0	0	text
automotive industry business parked on the street	https://c1.staticflickr.com/8/7572/28014859625_292658a300_o.jpg	0	0	0	0	0	1	0	0	0	0	
photograph of men at a bus stop	https://c1.staticflickr.com/8/7667/27026336376_d70b84fcaa_o.jpg	0	0	0	0	0	1	0	0	0	0	
a screenshot of the website	https://c1.staticflickr.com/9/8390/29167396810_b01b8b48ce_o.jpg	0	0	0	0	0	0	1	0	0	0	text
spring is in the air	https://c1.staticflickr.com/8/7750/26565323360_08c9f27d10_o.jpg	0	0	0	1	0	0	0	0	0	0	
the statue of military commander	https://c1.staticflickr.com/9/8172/28951129030_8d0676267b_o.jpg	1	0	0	1	0	0	0	0	0	0	
aerial view of the city	https://c1.staticflickr.com/9/8843/28370200316_eb323cfee0_o.jpg	1	0	0	0	1	0	0	0	0	1	
the water tower at the top of the hill	https://c1.staticflickr.com/8/7379/27203058176_4edc08e9ea_o.jpg	0	0	0	0	0	1	0	0	0	0	
a view through the trees	https://c1.staticflickr.com/6/5338/30531942420_ef999a2573_o.jpg	0	0	0	0	1	0	0	0	1	1	
a general view of the atmosphere	https://c1.staticflickr.com/6/5740/30494223066_ec426eba84_o.jpg	0	0	0	0	1	0	0	0	0	1	
digital art selected for the #	https://c1.staticflickr.com/9/8273/30417209805_238088022c_o.jpg	0	0	0	0	0	1	0	0	0	0	
a close up of the flowers	https://c1.staticflickr.com/8/7668/26322932043_7e44e72018_o.jpg	1	0	0	0	1	0	0	0	0	1	
property image # villa with swimming pool in the middle of olive trees and lavender	https://c1.staticflickr.com/9/8185/29036218660_16f4c4df24_o.jpg	0	0	0	0	0	1	0	0	0	0	
close up of a flower	https://c1.staticflickr.com/8/7475/27354911073_edd1401d41_o.jpg	1	0	0	0	1	0	0	0	0	1	
the path to the car park	https://c1.staticflickr.com/6/5665/29884089136_01d6cbaaf0_o.jpg	1	0	0	1	0	0	0	0	0	0	
a city in the snow	https://c1.staticflickr.com/1/751/31610742971_5437b856a2_o.jpg	1	0	0	1	0	0	0	0	0	0	
the boardwalk to the beach	https://c1.staticflickr.com/9/8771/28418728035_7d43120caf_o.jpg	1	0	0	1	0	0	0	0	0	0	
a helicopter takes off from the flight deck of the amphibious assault ship	https://c1.staticflickr.com/6/5558/30811794660_45e0c9f5f1_o.jpg	1	0	1	0	1	0	0	0	1	0	
a man riding a motorcycle on a road	https://c1.staticflickr.com/8/7305/26223555734_116f0d6c8c_o.jpg	1	0	1	0	0	0	0	0	0	0	
see more photos for this motorcycle listing	https://c1.staticflickr.com/8/7395/27072485035_6967774d81_o.jpg	0	0	0	0	0	1	0	0	0	0	
how to draw a dog step by step photo #	https://c1.staticflickr.com/6/5725/30969044126_6d61a2b135_o.jpg	0	0	0	1	0	0	0	0	0	0	
a view of the city	https://c1.staticflickr.com/9/8800/28217628294_6948e07d59_o.jpg	1	0	0	0	1	0	0	0	0	1	
workers on a construction site	https://c1.staticflickr.com/8/7360/27388912554_c19ea7b402_o.jpg	1	0	0	0	1	0	0	0	1	0	
interior view of the building	https://c1.staticflickr.com/9/8050/29334929912_8a9faa58b1_o.jpg	1	0	0	0	1	0	0	0	0	1	
branches of a tree with green leaves	https://c1.staticflickr.com/9/8798/29965369625_ed7ed137c9_o.jpg	1	0	0	0	0	0	0	0	0	0	
crowds gather to watch the inauguration of politician	https://c1.staticflickr.com/8/7189/26913062955_cf11f07b79_o.jpg	1	0	1	1	1	0	0	1	0	0	
image may contain person on stage playing a musical instrument and indoor	https://c1.staticflickr.com/9/8011/29826722981_015c85e99b_o.jpg	1	0	1	1	1	0	0	0	1	0	
still life with a jug and fruit	https://c1.staticflickr.com/1/600/31113351353_3446da199b_o.jpg	1	0	0	0	1	0	0	0	0	1	
a city in the evening	https://c1.staticflickr.com/6/5597/30300077444_150fb47bf7_o.jpg	1	0	0	0	1	0	0	1	0	0	
this is a close up of the robot	https://c1.staticflickr.com/4/3872/32707801020_6b6fa39ebf_o.jpg	1	0	0	0	1	0	0	0	0	1	
person speaking at the event	https://c1.staticflickr.com/6/5344/29507053894_ded672bd2d_o.jpg	0	0	0	0	0	0	1	0	0	0	text
automobile model at the show	https://c1.staticflickr.com/8/7486/27894875111_4e75fc8fb9_o.jpg	1	0	0	0	1	0	0	0	1	0	
close up of a pink flower	https://c1.staticflickr.com/8/7749/28083605124_6b24520dee_o.jpg	1	0	0	0	1	0	0	0	0	1	
visitors look at the new products on display at the company 's headquarters	https://c1.staticflickr.com/1/396/31883405872_8740f5e28a_o.jpg	0	0	0	0	0	1	0	0	0	0	
tourist attraction on a sunny day	https://c1.staticflickr.com/9/8579/28690621620_fae721dbe8_o.jpg	0	0	0	1	1	0	0	1	0	0	
gardens by the bay at night	https://c1.staticflickr.com/6/5541/29556830693_31905547e4_o.jpg	0	0	0	0	0	1	1	0	0	0	text
automobile model in the snow	https://c1.staticflickr.com/6/5715/30732205074_10f34ae962_o.jpg	1	0	0	0	1	0	0	0	0	1	
geographical feature category in the autumn forest	https://c1.staticflickr.com/6/5726/30457720715_f939bbc163_o.jpg	0	0	0	1	1	0	0	0	1	0	
visiting river on the cities	https://c1.staticflickr.com/8/7300/27568640486_9e6ce0a645_o.jpg	0	0	0	1	0	0	0	0	0	0	
the team was honored for their title	https://c1.staticflickr.com/1/277/32303296956_e72affcb6d_o.jpg	0	0	0	0	0	1	0	0	0	0	
a view of the skyline at sunset	https://c1.staticflickr.com/6/5809/31050107145_a8e550dbdd_o.jpg	1	0	0	0	1	0	0	1	0	1	
collection of the old coins royalty free	https://c1.staticflickr.com/8/7318/27442403265_54c2766c9f_o.jpg	0	0	0	0	0	0	1	0	0	0	text
the train pulls into the station	https://c1.staticflickr.com/9/8288/29190257206_45f6d84000_o.jpg	1	0	1	0	0	0	0	0	0	0	
this recipe is by chef and takes	https://c1.staticflickr.com/8/7540/27339551342_9d0cce30e3_o.jpg	0	0	0	1	0	0	0	0	0	0	
a sign marks the entrance	https://c1.staticflickr.com/6/5541/29658314284_b1b29f6bbd_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a man works at a construction site	https://c1.staticflickr.com/8/7374/27302743326_b6c14d0499_o.jpg	1	0	1	0	1	0	0	0	1	0	
close up of the flowers	https://c1.staticflickr.com/6/5698/30592439100_0717933506_o.jpg	1	0	0	0	1	0	0	0	0	1	
primary view of object titled	https://c1.staticflickr.com/6/5450/30005314883_60fa003064_o.jpg	1	0	0	0	1	0	0	0	0	1	
property image # apartment in the center with air conditioning washing machine	https://c1.staticflickr.com/1/495/31479202063_89d2c7a732_o.jpg	0	0	0	0	0	1	0	0	0	0	
a city for sale property	https://c1.staticflickr.com/9/8558/28836352392_774674435b_o.jpg	0	0	0	0	0	1	0	0	0	0	
a sign at the entrance to the campus	https://c1.staticflickr.com/9/8242/29497284072_1e2c5c97fd_o.jpg	0	0	0	0	0	0	1	0	0	0	text
the front of the house	https://c1.staticflickr.com/9/8847/28988045445_1100ddb76d_o.jpg	1	0	0	0	0	0	0	0	0	0	
swans and ducks on the lake	https://c1.staticflickr.com/1/107/31453899212_a969150677_o.jpg	1	0	0	0	1	0	0	0	1	0	
a fan dressed as comic book character attends a press conference ahead of the first half of a football	https://c1.staticflickr.com/9/8024/28745019063_487fc7b669_o.jpg	0	0	0	0	0	1	0	0	0	0	
homes for sale located in the city	https://c1.staticflickr.com/9/8146/29249197081_016ec26cb9_o.jpg	0	0	0	1	1	0	0	0	1	0	
image result for tree in the woods	https://c1.staticflickr.com/6/5332/29697314553_6a156ed9b2_o.jpg	0	0	0	1	0	0	0	0	0	0	
street food on the grill	https://c1.staticflickr.com/6/5485/22769497228_85787c24d9_o.jpg	1	0	0	0	1	0	0	0	1	0	
autumn colours at the lake	https://c1.staticflickr.com/6/5733/30436804180_dac0e89b38_o.jpg	1	0	0	0	1	0	0	0	1	0	
the rear of the house	https://c1.staticflickr.com/9/8847/28988045445_1100ddb76d_o.jpg	1	0	0	0	1	0	0	0	1	0	
an artist 's rendering of the garden .	https://c1.staticflickr.com/6/5583/30839616541_07d34053c5_o.jpg	0	0	0	0	0	0	1	0	0	0	text
a game of football in the park	https://c1.staticflickr.com/9/8336/29176406362_52493d1467_o.jpg	1	0	0	0	1	0	0	0	1	0	
the lobby of the museum	https://c1.staticflickr.com/9/8178/29867827281_29b2b33abe_o.jpg	1	0	0	0	1	0	0	0	1	0	
a page from the book .	https://c1.staticflickr.com/8/7130/27358052981_aeac39cbb4_o.jpg	1	0	0	0	0	0	1	0	0	0	text but relevant?
a face on a tree .	https://c1.staticflickr.com/9/8051/28295894674_a183e6b758_o.jpg	0	0	0	0	0	1	0	0	0	0	
the statue of a lion	https://c1.staticflickr.com/6/5463/30510740865_041895de24_o.jpg	1	0	0	0	0	0	0	0	0	0	
view from the living room	https://c1.staticflickr.com/2/1543/26483418510_e124cb952b_o.jpg	1	0	0	0	1	0	0	0	1	0	
a glass of beverage type	https://c1.staticflickr.com/6/5138/29874693896_6c4015a467_o.jpg	0	0	0	0	0	1	0	0	0	0	
the bright lights of the city	https://c1.staticflickr.com/6/5327/30155970733_6525ac8b94_o.jpg	1	0	0	1	1	0	0	0	1	0	
property image # cottage facing a lake	https://c1.staticflickr.com/4/3793/33084468691_5dd841ab55_o.jpg	0	0	0	0	1	1	0	0	1	0	
close up of the flowers	https://c1.staticflickr.com/6/5698/30592439100_0717933506_o.jpg	1	0	0	0	1	0	0	0	0	1	
a city in the morning	https://c1.staticflickr.com/8/7652/26801713235_455c446ae1_o.jpg	0	0	0	0	1	0	0	1	1	0	
one of the smallest houses in the world	https://c1.staticflickr.com/8/7212/26999225916_2ef52d8526_o.jpg	0	0	0	0	0	1	0	0	0	0	
person at the kitchen table	https://c1.staticflickr.com/6/5791/29876007321_7e90aba667_o.jpg	1	0	0	0	1	0	0	0	1	0	
property image # house m from the center with internet , air conditioning , parking	https://c1.staticflickr.com/9/8563/28164547160_62af486124_o.jpg	0	0	0	1	0	0	0	0	0	0	
wild brown trout in the fall	https://c1.staticflickr.com/8/7490/30051210012_39a6d0b98d_o.jpg	1	0	0	0	1	0	0	1	0	0	
military conflict in the mud	https://c1.staticflickr.com/4/3899/31962752564_e8fd5e8564_o.jpg	1	0	0	0	0	0	0	0	0	0	
the fence around the farm	https://c1.staticflickr.com/9/8506/29054305684_e04edac6ab_o.jpg	1	0	0	0	1	0	0	0	1	0	
cars parked outside a city	https://c1.staticflickr.com/6/5443/29977310861_fbbb7e3782_o.jpg	1	0	0	0	1	0	0	0	1	0	
water bottle on the beach	https://c1.staticflickr.com/9/8146/29497336912_0fa0ef2527_o.jpg	1	0	0	0	1	0	0	0	1	0	
biological species in the spring	https://c1.staticflickr.com/6/5626/30396538991_f195f09fe6_o.jpg	1	0	0	0	1	0	0	1	0	0	
a helicopter on the tarmac .	https://c1.staticflickr.com/8/7470/29661830395_5b8444478c_o.jpg	1	0	0	0	1	0	0	0	1	0	
the entrance to the house	https://c1.staticflickr.com/9/8083/28903816180_d92162ea6c_o.jpg	1	0	0	0	1	0	0	0	1	0	
pov from a moving car .	https://c1.staticflickr.com/9/8257/29118459353_339bddc571_o.jpg	1	0	0	0	1	0	0	0	1	1	
biological species on a tree	https://c1.staticflickr.com/9/8798/29965369625_ed7ed137c9_o.jpg	1	0	0	0	0	0	0	0	0	0	
paddle boarding on the lake	https://c1.staticflickr.com/1/748/32432954305_462dea1acf_o.jpg	1	0	1	0	1	0	0	0	1	0	
a little girl walks down the street .	https://c1.staticflickr.com/6/5609/30604434400_2584b61f89_o.jpg	1	0	1	0	0	0	0	0	0	0	
the church of religious leader	https://c1.staticflickr.com/6/5629/30968234902_fd167fe568_o.jpg	1	0	0	1	0	0	0	0	0	0	
a young woman uses a video camera .	https://c1.staticflickr.com/6/5642/30478676034_66416b3751_o.jpg	1	0	1	0	0	0	0	0	0	0	
